Year,SEX,AREA,OCCUPATION,Value
2017,Both sexes or no breakdown by sex,West Bank,Total or no breakdown by Occupation,134.8
2018,Both sexes or no breakdown by sex,West Bank,Total or no breakdown by Occupation,143.6
2019,Both sexes or no breakdown by sex,West Bank,Total or no breakdown by Occupation,151.7
2020,Both sexes or no breakdown by sex,West Bank,Total or no breakdown by Occupation,155.3
2021,Both sexes or no breakdown by sex,West Bank,Total or no breakdown by Occupation,161.5
2000,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2001,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2002,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2003,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2004,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2005,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2006,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2007,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2008,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2009,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2010,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2011,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2012,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2013,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2014,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2015,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2016,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2017,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2018,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2019,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2020,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2021,Both sexes or no breakdown by sex,West Bank,Technicians and associate professionals,
2000,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2001,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2002,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2003,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2004,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2005,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2006,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2007,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2008,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2009,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2010,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2011,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2012,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2013,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2014,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2015,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2016,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2017,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2018,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2019,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2020,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2021,Both sexes or no breakdown by sex,West Bank,Service and sales workers,
2000,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2001,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2002,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2003,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2004,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2005,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2006,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2007,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2008,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2009,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2010,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2011,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2012,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2013,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2014,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2015,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2016,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2017,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2018,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2019,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2020,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2021,Both sexes or no breakdown by sex,West Bank,"Skilled agricultural, forestry and fishery workers",
2000,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2001,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2002,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2003,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2004,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2005,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2006,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2007,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2008,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2009,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2010,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2011,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2012,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2013,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2014,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2015,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2016,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2017,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2018,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2019,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2020,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2021,Both sexes or no breakdown by sex,West Bank,Craft and related trades workers,
2000,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2001,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2002,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2003,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2004,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2005,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2006,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2007,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2008,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2009,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2010,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2011,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2012,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2013,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2014,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2015,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2016,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2017,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2018,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2019,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2020,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2021,Both sexes or no breakdown by sex,West Bank,"Plant and machine operators, and assemblers",
2000,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2001,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2002,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2003,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2004,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2005,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2006,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2007,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2008,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2009,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2010,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2011,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2012,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2013,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2014,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2015,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2016,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2017,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2018,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2019,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2020,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2021,Both sexes or no breakdown by sex,West Bank,Elementary occupations,
2000,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2001,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2002,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2003,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2004,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2005,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2006,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2007,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2008,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2009,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2010,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2011,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2012,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2013,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2014,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2015,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2016,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2017,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2018,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2019,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2020,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2021,Both sexes or no breakdown by sex,West Bank,"Legislators, senior officials and managers",
2000,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,64.1
2001,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,54.4
2002,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,56.6
2003,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,55.7
2004,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,59.2
2005,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,62.3
2006,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,69.1
2007,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,65.1
2008,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,60.4
2009,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,62.7
2010,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,58.5
2011,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,61.8
2012,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,64.5
2013,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,63.5
2014,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,64.2
2015,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,62.3
2016,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,61.9
2017,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,59.5
2018,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,63.1
2019,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,61.4
2020,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,61.9
2021,Both sexes or no breakdown by sex,Gaza Strip,Total or no breakdown by Occupation,60.6
2000,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2001,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2002,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2003,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2004,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2005,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2006,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2007,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2008,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2009,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2010,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2011,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2012,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2013,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2014,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2015,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2016,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2017,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2018,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2019,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2020,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2021,Both sexes or no breakdown by sex,Gaza Strip,Technicians and associate professionals,
2000,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2001,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2002,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2003,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2004,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2005,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2006,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2007,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2008,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2009,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2010,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2011,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2012,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2013,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2014,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2015,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2016,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2017,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2018,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2019,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2020,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2021,Both sexes or no breakdown by sex,Gaza Strip,Service and sales workers,
2000,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2001,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2002,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2003,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2004,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2005,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2006,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2007,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2008,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2009,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2010,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2011,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2012,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2013,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2014,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2015,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2016,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2017,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2018,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2019,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2020,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2021,Both sexes or no breakdown by sex,Gaza Strip,"Skilled agricultural, forestry and fishery workers",
2000,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2001,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2002,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2003,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2004,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2005,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2006,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2007,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2008,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2009,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2010,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2011,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2012,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2013,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2014,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2015,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2016,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2017,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2018,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2019,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2020,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2021,Both sexes or no breakdown by sex,Gaza Strip,Craft and related trades workers,
2000,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2001,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2002,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2003,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2004,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2005,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2006,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2007,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2008,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2009,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2010,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2011,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2012,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2013,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2014,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2015,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2016,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2017,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2018,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2019,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2020,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2021,Both sexes or no breakdown by sex,Gaza Strip,"Plant and machine operators, and assemblers",
2000,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2001,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2002,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2003,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2004,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2005,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2006,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2007,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2008,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2009,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2010,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2011,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2012,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2013,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2014,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2015,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2016,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2017,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2018,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2019,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2020,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2021,Both sexes or no breakdown by sex,Gaza Strip,Elementary occupations,
2000,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2001,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2002,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2003,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2004,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2005,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2006,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2007,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2008,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2009,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2010,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2011,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2012,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2013,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2014,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2015,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2016,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2017,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2018,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2019,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2020,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2021,Both sexes or no breakdown by sex,Gaza Strip,"Legislators, senior officials and managers",
2000,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,76.6
2001,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,71.9
2002,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,72.6
2003,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,72.2
2004,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,73.8
2005,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,77.0
2006,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,81.5
2007,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,81.9
2008,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,87.6
2009,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,91.1
2010,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,91.8
2011,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,91.7
2012,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,92.9
2013,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,97.2
2014,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,101.8
2015,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,103.7
2016,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,109.0
2017,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,113.7
2018,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,123.0
2019,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,128.6
2020,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,132.7
2021,Both sexes or no breakdown by sex,Palestine,Total or no breakdown by Occupation,136.5
2000,Both sexes or no breakdown by sex,Palestine,Technicians and associate professionals,71.9
2001,Both sexes or no breakdown by sex,Palestine,Technicians and associate professionals,72.2
2002,Both sexes or no breakdown by sex,Palestine,Technicians and associate professionals,73.4
2003,Both sexes or no breakdown by sex,Palestine,Technicians and associate professionals,74.8
2004,Both sexes or no breakdown by sex,Palestine,Technicians and associate professionals,78.5
