Year,SEX,AREA,Series,Value
2006,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2007,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.3
2008,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.6
2009,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.4
2010,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.5
2011,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.4
2012,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.5
2013,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.1
2014,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.8
2015,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.7
2016,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.5
2017,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.2
2018,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.1
2000,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.4
2001,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.2
2002,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.9
2003,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.9
2004,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.8
2005,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.6
2006,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.3
2007,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.5
2008,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.3
2009,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.9
2010,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.5
2011,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2012,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.1
2013,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.2
2014,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.2
2015,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.8
2016,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.6
2017,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.5
2018,Female,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.9
2000,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.4
2001,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.9
2002,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2003,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.1
2004,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.8
2005,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.5
2006,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.8
2007,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.6
2008,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.1
2009,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.2
2010,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.1
2011,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.9
2012,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",48.5
2013,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",52.9
2014,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",52.2
2015,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",59.4
2016,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",64.5
2017,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",69.4
2018,Female,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",75.7
2000,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2001,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.4
2002,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.8
2003,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.0
2004,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.6
2005,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.4
2006,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.5
2007,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.0
2008,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",48.7
2009,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.3
2010,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.8
2011,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.1
2012,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",51.8
2013,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",54.5
2014,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",57.8
2015,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",58.8
2016,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",61.0
2017,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",68.4
2018,Female,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",72.6
2000,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.4
2001,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.3
2002,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.1
2003,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.9
2004,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.6
2005,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.2
2006,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.9
2007,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2008,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.3
2009,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",46.6
2010,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.6
2011,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.9
2012,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",54.7
2013,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",62.5
2014,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",64.9
2015,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",58.8
2016,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",60.9
2017,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",65.1
2018,Female,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",71.6
2000,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.3
2001,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.8
2002,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.0
2003,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.6
2004,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.3
2005,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.7
2006,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.5
2007,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.1
2008,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.8
2009,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",56.5
2010,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",63.4
2011,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.4
2012,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",45.7
2013,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.3
2014,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",53.2
2015,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",58.3
2016,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",71.9
2017,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",73.0
2018,Female,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",81.1
2000,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.7
2001,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.6
2002,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.7
2003,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.7
2004,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.2
2005,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.9
2006,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.7
2007,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.6
2008,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.8
2009,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",46.0
2010,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",55.1
2011,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",46.5
2012,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.2
2013,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",55.7
2014,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",54.0
2015,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",62.9
2016,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",68.9
2017,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",69.8
2018,Female,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",68.3
2000,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.4
2001,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.7
2002,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",44.6
2003,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.0
2004,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.3
2005,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.1
2006,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.0
2007,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.9
2008,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.5
2009,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.6
2010,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.3
2011,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2012,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.8
2013,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2014,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
2015,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2016,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.1
2017,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2018,,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2000,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.7
2001,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.4
2002,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.1
2003,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.5
2004,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.7
2005,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.0
2006,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.5
2007,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.0
2008,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.9
2009,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.3
2010,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.7
2011,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.9
2012,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.5
2013,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
2014,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.4
2015,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.8
2016,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.5
2017,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.6
2018,,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.4
2000,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.5
2001,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.5
2002,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.5
2003,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.5
2004,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.1
2005,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.7
2006,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.8
2007,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.4
2008,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.9
2009,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.6
2010,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.0
2011,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.9
2012,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.5
2013,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.9
2014,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.3
2015,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2016,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.8
2017,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.2
2018,,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2000,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.1
2001,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.7
2002,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.2
2003,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.4
2004,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.5
2005,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.9
2006,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2007,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.5
2008,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.8
2009,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.9
2010,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.8
2011,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.7
2012,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.4
2013,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.2
2014,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.4
2015,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.8
2016,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.8
2017,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.2
2018,,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
2000,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2001,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.3
2002,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.9
2003,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.5
2004,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.9
2005,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.7
2006,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.3
2007,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.3
2008,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.4
2009,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.3
2010,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.7
2011,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.5
2012,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.3
2013,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.5
2014,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.4
2015,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.0
2016,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.9
2017,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.4
2018,,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",7.4
2000,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.8
2001,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",40.4
2002,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.8
2003,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.0
2004,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2005,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2006,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.4
2007,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2008,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.9
2009,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.6
2010,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.2
2011,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2012,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.7
2013,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.5
2014,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.2
2015,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.3
2016,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.3
2017,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
2018,,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.9
2000,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.5
2001,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.8
2002,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.7
2003,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.3
2004,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.8
2005,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.6
2006,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.2
2007,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
